,item_id,img,product_name,product_url,brand,brand_url,time,category,rank,real_price
0,3257423,https://image.msscdn.net/images/goods_img/20230424/3257423/3257423_16823443257431_125.jpg,[2PACK] 올 데이 수피마 컴포트,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,세터,https://www.musinsa.com/brands/satur,2023-04-28T00:25,001,1,69300
1,3105468,https://image.msscdn.net/images/goods_img/20230223/3105468/3105468_16780674434582_125.jpg,세터 로고 자수 보야지 반팔 티셔츠 리조트 아이보리,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,세터,https://www.musinsa.com/brands/satur,2023-04-28T00:25,001,2,63200
2,3163734,https://image.msscdn.net/images/goods_img/20230320/3163734/3163734_16796435612842_125.jpg,세터데이 레트로 무드 그래픽 반팔 티셔츠 빈티지 레드,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,세터,https://www.musinsa.com/brands/satur,2023-04-28T00:25,001,3,63200
3,1848797,https://image.msscdn.net/images/goods_img/20210317/1848797/1848797_2_125.png,커스텀 슬림핏 메시 폴로 셔츠 - 블루,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,폴로 랄프 로렌,https://www.musinsa.com/brands/poloralphlauren,2023-04-28T00:25,001,4,169000
4,2272830,https://image.msscdn.net/images/goods_img/20211220/2272830/2272830_16823159936542_125.jpg,(시티보이) 오버핏 옥스포드 셔츠_SPYWD23C01,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,스파오,https://www.musinsa.com/brands/spao,2023-04-28T00:25,001,5,28728
5,1763157,https://image.msscdn.net/images/goods_img/20210126/1763157/1763157_12_125.jpg,"5color 남 레귤러핏 인스티튜셔널 로고 반팔 티셔츠 (화이트,블랙,미드그레이,그레이,베이지) J321612",https://www.musinsa.com/app/goods/3257423?loc=goods_rank,캘빈클라인 진,https://www.musinsa.com/brands/calvinkleinjeans,2023-04-28T00:25,001,6,49300
6,3105527,https://image.msscdn.net/images/goods_img/20230223/3105527/3105527_16780676659492_125.jpg,이비자 썬 레트로 그래픽 메시드 니트 씨블루,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,세터,https://www.musinsa.com/brands/satur,2023-04-28T00:25,001,7,94520
7,1848166,https://image.msscdn.net/images/goods_img/20210316/1848166/1848166_16825796603253_125.jpg,에센셜 쿨 코튼 2-PACK 티셔츠 블랙,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,커버낫,https://www.musinsa.com/brands/covernat,2023-04-28T00:25,001,8,30870
8,3163735,https://image.msscdn.net/images/goods_img/20230320/3163735/3163735_16796436068790_125.jpg,세터데이 레트로 무드 그래픽 반팔 티셔츠 빈티지 화이트,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,세터,https://www.musinsa.com/brands/satur,2023-04-28T00:25,001,9,63200
9,2442409,https://image.msscdn.net/images/goods_img/20220324/2442409/2442409_16806817420073_125.jpg,(23SS) [ONEMILE WEAR] 2PACK SMALL ARCH TEE WHITE / BLACK,https://www.musinsa.com/app/goods/3257423?loc=goods_rank,예일,https://www.musinsa.com/brands/yale,2023-04-28T00:25,001,10,27300
