,item_id,rank,price,del_price,rating,rating_count,time,coupon,real_price
0,2479911,1,49400,76000,97.0,4074,2023-04-02T23:56,0,49400
1,1848166,2,44100,49000,97.0,40875,2023-04-02T23:56,0,44100
2,2272830,3,35910,39900,97.0,18938,2023-04-02T23:56,0,35910
3,2086653,4,16900,0,97.0,39124,2023-04-02T23:56,0,16900
4,2646350,5,59800,94000,95.0,4008,2023-04-02T23:56,-5980,53820
5,345889,6,29900,47900,95.0,9667,2023-04-02T23:56,0,29900
6,2149254,7,37800,0,97.0,32759,2023-04-02T23:56,-5670,32130
7,2442409,8,39000,78000,96.0,8779,2023-04-02T23:56,-7800,31200
8,2377269,9,38250,45000,97.0,3812,2023-04-02T23:56,0,38250
9,1706633,10,199000,0,97.0,2375,2023-04-02T23:56,0,199000
10,1498103,11,199000,0,96.0,843,2023-04-02T23:56,0,199000
11,2364807,12,219000,0,96.0,693,2023-04-02T23:56,0,219000
12,3080282,13,34800,58000,96.0,38,2023-04-02T23:56,0,34800
13,994588,14,29100,53000,93.0,5976,2023-04-02T23:56,-2910,26190
14,1921901,15,36900,70500,96.0,7536,2023-04-02T23:56,0,36900
15,1939099,16,34300,49000,97.0,11674,2023-04-02T23:56,0,34300
16,2996536,17,39900,59000,96.0,463,2023-04-02T23:56,0,39900
17,2313388,18,76500,85000,96.0,2099,2023-04-02T23:56,0,76500
18,2375962,19,59000,62000,98.0,5314,2023-04-02T23:56,-8850,50150
19,3187851,20,49900,110000,100.0,4,2023-04-02T23:56,0,49900
20,1763157,21,49400,52000,95.0,2614,2023-04-02T23:56,0,49400
21,2453556,22,39900,42000,97.0,6232,2023-04-02T23:56,0,39900
22,1817394,23,59900,150000,93.0,7106,2023-04-02T23:56,0,59900
23,1943792,24,34400,43000,96.0,5281,2023-04-02T23:56,0,34400
24,1828538,25,39900,69900,95.0,2894,2023-04-02T23:56,0,39900
25,2038497,26,36000,45000,95.0,16225,2023-04-02T23:56,-3600,32400
26,1706634,27,199000,0,97.0,1521,2023-04-02T23:56,0,199000
27,2314616,28,39000,43000,97.0,8190,2023-04-02T23:56,0,39000
28,1005680,29,17500,35000,95.0,9002,2023-04-02T23:56,0,17500
29,3057234,30,134100,149000,100.0,1,2023-04-02T23:56,0,134100
30,2708999,31,49800,62500,96.0,623,2023-04-02T23:56,-2490,47310
31,1944612,32,35800,59700,97.0,2824,2023-04-02T23:56,-1790,34010
32,2775713,33,29900,49000,93.0,2901,2023-04-02T23:56,0,29900
33,996177,34,15900,0,95.0,77399,2023-04-02T23:56,0,15900
34,3034895,35,101150,119000,98.0,347,2023-04-02T23:56,0,101150
35,1336398,36,40200,67000,96.0,19024,2023-04-02T23:56,0,40200
36,1005683,37,17500,35000,95.0,10705,2023-04-02T23:56,0,17500
37,3102181,38,59900,79000,100.0,4,2023-04-02T23:56,0,59900
38,2396645,39,39900,59000,96.0,23332,2023-04-02T23:56,0,39900
39,3010415,40,219000,0,100.0,8,2023-04-02T23:56,0,219000
40,2877493,41,59800,92000,95.0,1389,2023-04-02T23:56,0,59800
41,1582356,42,49200,82000,96.0,16052,2023-04-02T23:56,-2460,46740
42,2368712,43,38700,43000,97.0,5549,2023-04-02T23:56,-1935,36765
43,1884943,44,29900,39000,96.0,18840,2023-04-02T23:56,0,29900
44,2034137,45,31800,0,97.0,16840,2023-04-02T23:56,-4770,27030
45,2326935,46,63200,79000,96.0,12893,2023-04-02T23:56,-12640,50560
46,1417691,47,13900,0,97.0,18407,2023-04-02T23:56,0,13900
47,3052036,48,59400,66000,96.0,138,2023-04-02T23:56,0,59400
48,2851485,49,55300,68900,96.0,448,2023-04-02T23:56,0,55300
49,3080281,50,34800,58000,96.0,40,2023-04-02T23:56,0,34800
50,2065703,51,59000,62000,98.0,5448,2023-04-02T23:56,-8850,50150
51,1706635,52,199000,0,96.0,475,2023-04-02T23:56,0,199000
52,1763123,53,84550,89000,96.0,1655,2023-04-02T23:56,-4228,80322
53,2015684,54,39000,0,94.0,6353,2023-04-02T23:56,0,39000
54,2305840,55,59700,0,97.0,3933,2023-04-02T23:56,0,59700
55,1763164,56,49400,52000,96.0,2360,2023-04-02T23:56,0,49400
56,1420730,57,33000,58000,95.0,35926,2023-04-02T23:56,-3300,29700
57,2376233,58,36000,0,97.0,2197,2023-04-02T23:56,0,36000
58,854337,59,33900,0,95.0,17243,2023-04-02T23:56,0,33900
59,2122566,60,33800,0,97.0,15676,2023-04-02T23:56,-6760,27040
60,3057135,61,116100,129000,99.0,22,2023-04-02T23:56,0,116100
61,1899755,62,29900,39000,96.0,4913,2023-04-02T23:56,0,29900
62,2392759,63,39900,49600,95.0,3957,2023-04-02T23:56,0,39900
63,3032250,64,44800,64000,96.0,794,2023-04-02T23:56,-8960,35840
64,2471760,65,31200,39000,97.0,6460,2023-04-02T23:56,-6240,24960
65,2292859,66,138000,0,98.0,409,2023-04-02T23:56,-13800,124200
66,3043051,67,76500,85000,95.0,57,2023-04-02T23:56,0,76500
67,404474,68,27900,47800,94.0,44126,2023-04-02T23:56,0,27900
68,2403601,69,32500,50000,96.0,2180,2023-04-02T23:56,0,32500
69,2186292,70,16900,20000,96.0,14305,2023-04-02T23:56,0,16900
70,3126291,71,45000,75000,0.0,0,2023-04-02T23:56,-2250,42750
71,3071087,72,84550,89000,95.0,316,2023-04-02T23:56,0,84550
72,2043036,73,52900,97900,95.0,7439,2023-04-02T23:56,0,52900
73,1608272,74,39800,65590,96.0,4072,2023-04-02T23:56,0,39800
74,2376229,75,36000,0,97.0,3813,2023-04-02T23:56,0,36000
75,1911516,76,48900,81900,95.0,6146,2023-04-02T23:56,0,48900
76,2409397,77,31500,45000,97.0,2713,2023-04-02T23:56,-3150,28350
