,item_id,rank,price,del_price,rating,rating_count,time,coupon,real_price
0,1848166,1,44100,49000,97.0,40989,2023-04-05T23:43,0,44100
1,2272830,2,35910,39900,97.0,19146,2023-04-05T23:43,-3591,32319
2,3187851,3,49900,110000,99.0,27,2023-04-05T23:43,0,49900
3,2479911,4,49400,76000,97.0,4181,2023-04-05T23:43,0,49400
4,2646350,5,59800,94000,95.0,4098,2023-04-05T23:43,-5980,53820
5,345889,6,29900,47900,95.0,9743,2023-04-05T23:43,0,29900
6,2086653,7,16900,0,97.0,39385,2023-04-05T23:43,0,16900
7,3154713,8,49500,66000,0.0,0,2023-04-05T23:43,-4950,44550
8,2034137,9,31800,0,97.0,17021,2023-04-05T23:43,-4770,27030
9,2442409,10,39000,78000,96.0,8874,2023-04-05T23:43,-3900,35100
10,2377269,11,38250,45000,97.0,3879,2023-04-05T23:43,0,38250
11,2149254,12,37800,0,97.0,33125,2023-04-05T23:43,-5670,32130
12,1828538,13,39900,69900,95.0,2920,2023-04-05T23:43,0,39900
13,2122566,14,33800,0,97.0,15878,2023-04-05T23:43,-6760,27040
14,1921901,15,36900,70500,96.0,7552,2023-04-05T23:43,0,36900
15,1763157,16,49400,52000,95.0,2630,2023-04-05T23:43,0,49400
16,3154715,17,49500,66000,0.0,0,2023-04-05T23:43,-4950,44550
17,3180166,18,31200,39000,0.0,0,2023-04-05T23:43,0,31200
18,1943792,19,34400,43000,96.0,5334,2023-04-05T23:43,0,34400
19,2364807,20,219000,0,96.0,699,2023-04-05T23:43,0,219000
20,2996252,21,67900,117000,100.0,3,2023-04-05T23:43,0,67900
21,1706633,22,199000,0,97.0,2389,2023-04-05T23:43,0,199000
22,1420730,23,35000,58000,95.0,35956,2023-04-05T23:43,-7000,28000
23,1939099,24,34300,49000,97.0,11725,2023-04-05T23:43,0,34300
24,2996536,25,39900,59000,96.0,490,2023-04-05T23:43,-7980,31920
25,3154714,26,49500,66000,0.0,0,2023-04-05T23:43,-4950,44550
26,1884943,27,29900,39000,96.0,18876,2023-04-05T23:43,0,29900
27,1005680,28,17500,35000,95.0,9070,2023-04-05T23:43,0,17500
28,1817394,29,59900,150000,93.0,7174,2023-04-05T23:43,0,59900
29,2409397,30,31500,45000,97.0,2737,2023-04-05T23:43,-3150,28350
30,994588,31,39900,53000,93.0,6010,2023-04-05T23:43,-3990,35910
31,1944612,32,35800,59700,97.0,2856,2023-04-05T23:43,0,35800
32,996177,33,15900,0,95.0,77504,2023-04-05T23:43,0,15900
33,2313388,34,76500,85000,96.0,2114,2023-04-05T23:43,0,76500
34,2038497,35,36000,45000,95.0,16277,2023-04-05T23:43,-3600,32400
35,2065708,36,59000,62000,98.0,6568,2023-04-05T23:43,-8850,50150
36,2376229,37,36000,0,97.0,3830,2023-04-05T23:43,0,36000
37,2403601,38,32500,50000,96.0,2203,2023-04-05T23:43,0,32500
38,2314616,39,39000,43000,97.0,8243,2023-04-05T23:43,0,39000
39,3154716,40,49500,66000,0.0,0,2023-04-05T23:43,-4950,44550
40,2708999,41,49800,62500,96.0,636,2023-04-05T23:43,-4980,44820
41,1763164,42,49400,52000,96.0,2377,2023-04-05T23:43,0,49400
42,1498103,43,199000,0,96.0,858,2023-04-05T23:43,0,199000
43,1763123,44,84550,89000,96.0,1663,2023-04-05T23:43,-4228,80322
44,1336398,45,40200,67000,96.0,19054,2023-04-05T23:43,0,40200
45,1498105,46,189000,0,97.0,1989,2023-04-05T23:43,0,189000
46,2396645,47,39900,59000,96.0,23430,2023-04-05T23:43,-7980,31920
47,1911516,48,48900,81900,95.0,6167,2023-04-05T23:43,0,48900
