,item_id,rank,price,del_price,rating,rating_count,time,coupon,real_price
0,1939099,1,34300,49000,97.0,11813,2023-04-11T23:36,0,34300
1,2272830,2,35910,39900,97.0,19607,2023-04-11T23:36,-3591,32319
2,2395143,3,49900,129000,98.0,258,2023-04-11T23:36,0,49900
3,1848166,4,44100,49000,97.0,41169,2023-04-11T23:36,0,44100
4,1763157,5,44200,52000,95.0,2670,2023-04-11T23:36,0,44200
5,2313388,6,68000,85000,96.0,2154,2023-04-11T23:36,-13600,54400
6,2086653,7,16900,0,97.0,39845,2023-04-11T23:36,0,16900
7,345889,8,29900,47900,95.0,9940,2023-04-11T23:36,0,29900
8,2646350,9,59800,94000,95.0,4369,2023-04-11T23:36,-5980,53820
9,3175768,10,49500,66000,0.0,0,2023-04-11T23:36,-4950,44550
10,2442409,11,39000,78000,96.0,8997,2023-04-11T23:36,-5850,33150
11,3105468,12,67150,79000,98.0,63,2023-04-11T23:36,0,67150
12,2149254,13,37800,0,97.0,33629,2023-04-11T23:36,-5670,32130
13,3126787,14,177400,199000,100.0,2,2023-04-11T23:36,0,177400
14,2377269,15,45000,0,97.0,4001,2023-04-11T23:36,0,45000
15,2034137,16,31800,0,97.0,17416,2023-04-11T23:36,-4770,27030
16,1882578,17,35910,39900,97.0,9818,2023-04-11T23:36,0,35910
17,2479911,18,49400,76000,97.0,4344,2023-04-11T23:36,0,49400
18,3175651,19,39600,55000,0.0,0,2023-04-11T23:36,-3960,35640
19,2462040,20,38000,45000,95.0,3867,2023-04-11T23:36,-7600,30400
20,1921901,21,36900,70500,96.0,7641,2023-04-11T23:36,0,36900
21,3149803,22,89100,99000,100.0,1,2023-04-11T23:36,0,89100
22,2392759,23,39900,49600,95.0,4081,2023-04-11T23:36,-3990,35910
23,1582356,24,49200,82000,96.0,16244,2023-04-11T23:36,0,49200
24,1884943,25,29900,39000,96.0,18945,2023-04-11T23:36,0,29900
25,3206068,26,52900,74000,98.0,294,2023-04-11T23:36,0,52900
26,2395142,27,49900,129000,98.0,159,2023-04-11T23:36,0,49900
27,2122566,28,33800,0,97.0,16324,2023-04-11T23:36,-5070,28730
28,2396645,29,39900,59000,96.0,23565,2023-04-11T23:36,-7980,31920
29,2285512,30,44200,52000,96.0,1736,2023-04-11T23:36,0,44200
30,2038497,31,36000,45000,95.0,16385,2023-04-11T23:36,-3600,32400
31,1817394,32,59900,150000,93.0,7258,2023-04-11T23:36,0,59900
32,2364807,33,219000,0,96.0,717,2023-04-11T23:36,0,219000
33,3187851,34,49900,110000,98.0,164,2023-04-11T23:36,0,49900
34,2996536,35,39900,59000,96.0,575,2023-04-11T23:36,-7980,31920
35,3064420,36,55200,69000,97.0,61,2023-04-11T23:36,0,55200
36,3143791,37,39900,68000,98.0,167,2023-04-11T23:36,-7980,31920
37,2409397,38,31500,45000,97.0,2781,2023-04-11T23:36,-3150,28350
38,1706633,39,199000,0,97.0,2411,2023-04-11T23:36,0,199000
39,2608421,40,34300,49000,96.0,615,2023-04-11T23:36,0,34300
40,994588,41,39900,53000,93.0,6078,2023-04-11T23:36,-3990,35910
41,2314616,42,39000,43000,97.0,8340,2023-04-11T23:36,0,39000
42,2375962,43,59000,62000,98.0,5533,2023-04-11T23:36,-5900,53100
43,3010415,44,219000,0,98.0,40,2023-04-11T23:36,0,219000
44,3043051,45,68000,85000,96.0,88,2023-04-11T23:36,-13600,54400
45,2015684,46,39000,0,94.0,6429,2023-04-11T23:36,0,39000
46,1498105,47,189000,0,97.0,2013,2023-04-11T23:36,0,189000
47,1336398,48,40200,67000,96.0,19106,2023-04-11T23:36,0,40200
48,1846930,49,27300,39000,96.0,8357,2023-04-11T23:36,0,27300
49,1420730,50,35000,58000,95.0,36060,2023-04-11T23:36,0,35000
50,2065708,51,59000,62000,98.0,6717,2023-04-11T23:36,-5900,53100
51,996177,52,15900,0,95.0,77692,2023-04-11T23:36,0,15900
52,2608420,53,34300,49000,97.0,345,2023-04-11T23:36,0,34300
53,1005680,54,17500,35000,95.0,9224,2023-04-11T23:36,0,17500
54,1828538,55,39900,69900,95.0,2965,2023-04-11T23:36,0,39900
55,1944612,56,35800,59700,97.0,2919,2023-04-11T23:36,0,35800
56,2737978,57,119000,0,98.0,157,2023-04-11T23:36,0,119000
57,2043036,58,59900,97900,95.0,7508,2023-04-11T23:36,-11980,47920
58,1763123,59,84550,89000,96.0,1673,2023-04-11T23:36,0,84550
59,2368712,60,38700,43000,97.0,5610,2023-04-11T23:36,0,38700
60,1503352,61,39900,42000,97.0,8462,2023-04-11T23:36,0,39900
61,3042516,62,42000,65000,96.0,93,2023-04-11T23:36,-8400,33600
62,2453556,63,39900,42000,97.0,6302,2023-04-11T23:36,0,39900
63,3176119,64,69000,0,100.0,3,2023-04-11T23:36,0,69000
64,1943792,65,34400,43000,96.0,5433,2023-04-11T23:36,0,34400
65,3043045,66,68000,85000,98.0,51,2023-04-11T23:36,-13600,54400
66,1417691,67,13900,0,97.0,18646,2023-04-11T23:36,0,13900
67,1900341,68,34400,43000,97.0,2287,2023-04-11T23:36,-6880,27520
68,2326935,69,55300,79000,96.0,13009,2023-04-11T23:36,-11060,44240
69,2456003,70,37900,82900,95.0,2231,2023-04-11T23:36,0,37900
70,1899755,71,29900,39000,96.0,4989,2023-04-11T23:36,0,29900
71,3034895,72,101150,119000,98.0,386,2023-04-11T23:36,0,101150
72,2171559,73,39900,54000,96.0,4230,2023-04-11T23:36,-3990,35910
73,2462039,74,38000,45000,96.0,1452,2023-04-11T23:36,-7600,30400
74,3118910,75,53100,59000,93.0,56,2023-04-11T23:36,0,53100
75,2660716,76,50400,72000,96.0,2403,2023-04-11T23:36,-10080,40320
76,3052036,77,59400,66000,96.0,180,2023-04-11T23:36,0,59400
77,2575342,78,31500,59000,96.0,862,2023-04-11T23:36,0,31500
78,2065703,79,59000,62000,98.0,5602,2023-04-11T23:36,-5900,53100
79,3149797,80,107100,119000,0.0,0,2023-04-11T23:36,0,107100
80,2376229,81,36000,0,97.0,3856,2023-04-11T23:36,0,36000
81,2376233,82,36000,0,97.0,2239,2023-04-11T23:36,0,36000
82,1793989,83,199000,0,97.0,941,2023-04-11T23:36,0,199000
83,3180166,84,31200,39000,99.0,80,2023-04-11T23:36,0,31200
84,2612829,85,44900,67900,97.0,1734,2023-04-11T23:36,-8980,35920
85,1498103,86,199000,0,96.0,871,2023-04-11T23:36,0,199000
86,854337,87,33900,0,95.0,17411,2023-04-11T23:36,0,33900
87,2877493,88,59800,92000,95.0,1475,2023-04-11T23:36,0,59800
88,1608272,89,39800,65590,96.0,4135,2023-04-11T23:36,0,39800
89,2562821,90,81900,91000,97.0,111,2023-04-11T23:36,0,81900
90,1558197,1,73690,81900,97.0,32498,2023-04-11T23:36,0,73690
91,1778404,2,42000,45000,96.0,67506,2023-04-11T23:36,0,42000
92,2723218,3,69900,109000,97.0,2400,2023-04-11T23:36,0,69900
93,1571879,4,79900,112900,96.0,7108,2023-04-11T23:36,-15980,63920
94,3012082,5,59900,79000,96.0,1046,2023-04-11T23:36,-11980,47920
95,1283757,6,75490,83900,96.0,26727,2023-04-11T23:36,0,75490
96,1790383,7,59000,86000,95.0,5594,2023-04-11T23:36,0,59000
97,1856181,8,35910,39900,97.0,7645,2023-04-11T23:36,-3591,32319
98,3046667,9,69900,99000,96.0,38,2023-04-11T23:36,-13980,55920
99,2343198,10,119000,129000,97.0,5056,2023-04-11T23:36,0,119000
100,2471405,11,89000,138000,97.0,2099,2023-04-11T23:36,0,89000
101,2061715,12,83900,105000,97.0,2750,2023-04-11T23:36,0,83900
102,1576700,13,89000,129000,97.0,16884,2023-04-11T23:36,0,89000
103,1530516,14,69900,79000,96.0,2370,2023-04-11T23:36,-13980,55920
104,1530517,15,69900,79000,96.0,2119,2023-04-11T23:36,-13980,55920
105,841230,16,154000,172000,96.0,7303,2023-04-11T23:36,0,154000
106,1108007,17,79900,0,95.0,47909,2023-04-11T23:36,0,79900
107,2020732,18,70900,89000,95.0,845,2023-04-11T23:36,0,70900
108,2064545,19,59800,94000,97.0,11207,2023-04-11T23:36,-2990,56810
109,3033224,20,59900,74000,97.0,679,2023-04-11T23:36,-11980,47920
110,1195307,21,92700,103000,96.0,12670,2023-04-11T23:36,0,92700
111,2788216,22,146000,159000,98.0,128,2023-04-11T23:36,0,146000
112,1571878,23,79900,112900,96.0,4709,2023-04-11T23:36,-15980,63920
113,1776552,24,59000,69000,94.0,6153,2023-04-11T23:36,-5900,53100
114,3124653,25,201600,288000,0.0,0,2023-04-11T23:36,-40320,161280
115,2329532,26,119200,149000,97.0,3987,2023-04-11T23:36,0,119200
116,2284220,27,79900,112900,96.0,1713,2023-04-11T23:36,-15980,63920
