,item_id,rank,price,del_price,rating,rating_count,time,coupon,real_price
0,3080282,1,34800,58000,96.0,25,2023-04-01T20:34,0,34800
1,2272830,2,35910,39900,97.0,18780,2023-04-01T20:34,0,35910
2,2149254,3,37800,0,97.0,32596,2023-04-01T20:34,-5670,32130
3,1848166,4,44100,49000,97.0,40840,2023-04-01T20:34,0,44100
4,3080281,5,34800,58000,96.0,26,2023-04-01T20:34,0,34800
5,2086653,6,16900,0,97.0,38976,2023-04-01T20:34,0,16900
6,345889,7,29900,47900,95.0,9633,2023-04-01T20:34,0,29900
7,2377269,8,38250,45000,97.0,3806,2023-04-01T20:34,0,38250
8,3057234,9,134100,149000,100.0,1,2023-04-01T20:34,0,134100
9,2646350,10,59800,94000,95.0,3993,2023-04-01T20:34,-5980,53820
10,2479911,11,49400,76000,97.0,4056,2023-04-01T20:34,0,49400
11,2375962,12,59000,62000,98.0,5271,2023-04-01T20:34,-8850,50150
12,2313388,13,76500,85000,96.0,2094,2023-04-01T20:34,0,76500
13,3122008,14,36400,52000,100.0,11,2023-04-01T20:34,-7280,29120
14,2996536,15,39900,59000,96.0,450,2023-04-01T20:34,0,39900
15,2442409,16,39000,78000,96.0,8759,2023-04-01T20:34,-7800,31200
16,3034895,17,101150,119000,98.0,342,2023-04-01T20:34,0,101150
17,3192544,18,175000,0,0.0,0,2023-04-01T20:34,0,175000
18,1939099,19,34300,49000,97.0,11646,2023-04-01T20:34,0,34300
19,2396645,20,39900,59000,96.0,23263,2023-04-01T20:34,0,39900
20,2038497,21,36000,45000,95.0,16212,2023-04-01T20:34,-3600,32400
21,2326935,22,63200,79000,96.0,12871,2023-04-01T20:34,-12640,50560
22,1817394,23,59900,150000,93.0,7088,2023-04-01T20:34,0,59900
23,1498105,24,189000,0,97.0,1971,2023-04-01T20:34,0,189000
24,1763157,25,49400,52000,95.0,2607,2023-04-01T20:34,0,49400
25,1582356,26,49200,82000,96.0,16022,2023-04-01T20:34,-2460,46740
26,2085005,27,62100,69000,95.0,2045,2023-04-01T20:34,-3105,58995
27,1828538,28,39900,69900,95.0,2892,2023-04-01T20:34,0,39900
28,1943792,29,34400,43000,96.0,5258,2023-04-01T20:34,0,34400
29,2684358,30,109000,0,97.0,3194,2023-04-01T20:34,0,109000
30,3057229,31,116100,129000,0.0,0,2023-04-01T20:34,0,116100
31,2314616,32,39000,43000,97.0,8142,2023-04-01T20:34,0,39000
32,996177,33,15900,0,95.0,77345,2023-04-01T20:34,0,15900
33,1706633,34,199000,0,97.0,2374,2023-04-01T20:34,0,199000
34,3057126,35,98100,109000,98.0,40,2023-04-01T20:34,0,98100
35,2708999,36,49800,62500,96.0,611,2023-04-01T20:34,-2490,47310
36,994588,37,29100,53000,93.0,5968,2023-04-01T20:34,-2910,26190
37,3057135,38,116100,129000,99.0,22,2023-04-01T20:34,0,116100
38,2453556,39,39900,42000,97.0,6226,2023-04-01T20:34,0,39900
39,1793989,40,199000,0,97.0,912,2023-04-01T20:34,0,199000
40,1503352,41,39900,42000,97.0,8369,2023-04-01T20:34,0,39900
41,3059979,42,34000,0,0.0,0,2023-04-01T20:34,0,34000
42,2122566,43,33800,0,97.0,15573,2023-04-01T20:34,-6760,27040
43,2664732,44,49900,0,98.0,857,2023-04-01T20:34,0,49900
44,2913656,45,47900,64000,96.0,259,2023-04-01T20:34,-4790,43110
45,1706634,46,199000,0,97.0,1521,2023-04-01T20:34,0,199000
46,3032250,47,44800,64000,96.0,786,2023-04-01T20:34,-8960,35840
47,2459209,48,35900,49000,96.0,2292,2023-04-01T20:34,0,35900
48,2034137,49,31800,0,97.0,16796,2023-04-01T20:34,-4770,27030
49,2322126,50,69800,88000,96.0,321,2023-04-01T20:34,0,69800
50,854337,51,33900,0,95.0,17215,2023-04-01T20:34,0,33900
51,1884943,52,29900,39000,96.0,18822,2023-04-01T20:34,0,29900
52,1944612,53,35800,59700,97.0,2817,2023-04-01T20:34,-1790,34010
53,1921901,54,36900,70500,96.0,7536,2023-04-01T20:34,0,36900
54,1417691,55,13900,0,97.0,18370,2023-04-01T20:34,0,13900
55,2376229,56,36000,0,97.0,3808,2023-04-01T20:34,0,36000
56,2775713,57,29900,49000,93.0,2891,2023-04-01T20:34,0,29900
57,2392759,58,39900,49600,95.0,3934,2023-04-01T20:34,0,39900
58,3052036,59,59400,66000,95.0,132,2023-04-01T20:34,0,59400
59,3050518,60,49600,62000,98.0,244,2023-04-01T20:34,-4960,44640
60,3061177,61,159000,0,98.0,22,2023-04-01T20:34,0,159000
61,3043051,62,76500,85000,95.0,57,2023-04-01T20:34,0,76500
62,3142881,63,26100,29000,0.0,0,2023-04-01T20:34,0,26100
63,1608272,64,39800,65590,96.0,4065,2023-04-01T20:34,0,39800
64,3132210,65,80100,89000,0.0,0,2023-04-01T20:34,0,80100
65,1899755,66,29900,39000,96.0,4906,2023-04-01T20:34,0,29900
66,2065708,67,59000,62000,98.0,6505,2023-04-01T20:34,-8850,50150
67,2065703,68,59000,62000,98.0,5427,2023-04-01T20:34,-8850,50150
68,2471760,69,31200,39000,97.0,6451,2023-04-01T20:34,-6240,24960
69,2877493,70,59800,92000,95.0,1374,2023-04-01T20:34,0,59800
70,2722805,71,71100,79000,96.0,906,2023-04-01T20:34,0,71100
71,2106705,72,41900,57000,98.0,5495,2023-04-01T20:34,0,41900
72,2562821,73,91000,0,97.0,84,2023-04-01T20:34,0,91000
73,3010631,74,63200,79000,97.0,219,2023-04-01T20:34,-12640,50560
74,3165437,75,59000,62000,100.0,19,2023-04-01T20:34,0,59000
75,2736875,76,134100,149000,97.0,1520,2023-04-01T20:34,0,134100
76,3187851,77,49900,110000,100.0,2,2023-04-01T20:34,0,49900
77,407067,78,29250,39000,95.0,21439,2023-04-01T20:34,0,29250
78,2015684,79,39000,0,94.0,6332,2023-04-01T20:34,0,39000
79,1382658,80,16900,0,94.0,47229,2023-04-01T20:34,0,16900
80,3002774,81,62100,69000,97.0,248,2023-04-01T20:34,0,62100
81,2186292,82,16900,20000,96.0,14239,2023-04-01T20:34,0,16900
82,3165512,83,59000,62000,100.0,38,2023-04-01T20:34,0,59000
83,3106897,84,95200,119000,0.0,0,2023-04-01T20:34,0,95200
84,1005683,85,17500,35000,95.0,10701,2023-04-01T20:34,0,17500
85,2660716,86,50400,72000,96.0,2279,2023-04-01T20:34,0,50400
86,2851485,87,55300,68900,96.0,447,2023-04-01T20:34,0,55300
87,3071087,88,84550,89000,95.0,305,2023-04-01T20:34,0,84550
88,1005680,89,17500,35000,95.0,8991,2023-04-01T20:34,0,17500
89,2403601,90,32500,50000,96.0,2174,2023-04-01T20:34,0,32500
90,1558197,1,73690,81900,97.0,32134,2023-04-01T20:34,0,73690
91,1778404,2,42000,45000,96.0,66795,2023-04-01T20:34,0,42000
92,1790383,3,59000,86000,95.0,5316,2023-04-01T20:34,-5900,53100
93,2471405,4,89000,138000,97.0,1996,2023-04-01T20:34,-8900,80100
94,2723218,5,69900,109000,97.0,2053,2023-04-01T20:34,-6990,62910
95,1530516,6,69900,79000,96.0,2236,2023-04-01T20:34,0,69900
96,1576700,7,89000,129000,97.0,16559,2023-04-01T20:34,0,89000
97,1283757,8,75490,83900,96.0,26536,2023-04-01T20:34,0,75490
98,1571879,9,53900,112900,96.0,6985,2023-04-01T20:34,0,53900
99,3010527,10,237150,279000,98.0,183,2023-04-01T20:34,0,237150
100,2064545,11,59800,94000,97.0,10976,2023-04-01T20:34,-2990,56810
101,3012082,12,59900,79000,97.0,872,2023-04-01T20:34,0,59900
102,1195307,13,82400,103000,96.0,12540,2023-04-01T20:34,-8240,74160
103,1856181,14,35910,39900,97.0,7149,2023-04-01T20:34,-3591,32319
104,2788216,15,146000,159000,98.0,88,2023-04-01T20:34,0,146000
105,3157691,16,188100,209000,0.0,0,2023-04-01T20:34,0,188100
106,2286964,17,66300,110500,97.0,4806,2023-04-01T20:34,0,66300
107,3010524,18,237150,279000,99.0,34,2023-04-01T20:34,0,237150
108,3091295,19,169000,0,86.0,12,2023-04-01T20:34,0,169000
109,3073260,20,208000,219000,97.0,27,2023-04-01T20:34,-31200,176800
110,2343198,21,119000,129000,97.0,4948,2023-04-01T20:34,0,119000
111,1337094,22,69900,0,95.0,5305,2023-04-01T20:34,0,69900
112,1620285,23,299000,0,97.0,157,2023-04-01T20:34,0,299000
113,1530517,24,69900,79000,96.0,2015,2023-04-01T20:34,0,69900
114,2297046,25,159200,199000,97.0,1662,2023-04-01T20:34,-31840,127360
115,2375909,26,80890,89900,98.0,1500,2023-04-01T20:34,0,80890
116,1571878,27,79900,112900,96.0,4620,2023-04-01T20:34,0,79900
117,1618312,28,83900,0,97.0,7031,2023-04-01T20:34,0,83900
118,3140186,29,379000,0,100.0,4,2023-04-01T20:34,-37900,341100
119,2752332,30,94700,105300,95.0,2480,2023-04-01T20:34,0,94700
120,3165200,31,37500,54000,0.0,0,2023-04-01T20:34,0,37500
121,3054935,32,89900,0,100.0,18,2023-04-01T20:34,0,89900
122,1337096,33,69900,0,96.0,2898,2023-04-01T20:34,0,69900
123,3055246,34,159000,0,98.0,40,2023-04-01T20:34,0,159000
124,3067632,35,66300,110500,99.0,23,2023-04-01T20:34,0,66300
125,2715055,36,159000,189000,97.0,1947,2023-04-01T20:34,-31800,127200
126,1108007,37,79900,0,95.0,47828,2023-04-01T20:34,0,79900
127,2322836,38,139200,174000,97.0,988,2023-04-01T20:34,0,139200
128,2329532,39,119200,149000,97.0,3910,2023-04-01T20:34,0,119200
129,1558683,40,81900,0,97.0,6171,2023-04-01T20:34,0,81900
130,2159724,41,29900,32000,95.0,2203,2023-04-01T20:34,0,29900
131,1833230,42,108800,136000,97.0,5375,2023-04-01T20:34,0,108800
132,3029811,43,63200,79000,97.0,211,2023-04-01T20:34,0,63200
133,864404,44,114700,135000,95.0,13361,2023-04-01T20:34,0,114700
134,1737051,45,62300,89000,96.0,5059,2023-04-01T20:34,0,62300
135,1280576,46,37200,62000,96.0,25109,2023-04-01T20:34,0,37200
136,1778408,47,42000,45000,95.0,11574,2023-04-01T20:34,0,42000
137,3073256,48,208000,219000,100.0,12,2023-04-01T20:34,-31200,176800
138,2931820,49,195000,0,100.0,3,2023-04-01T20:34,-19500,175500
139,2712632,50,107000,0,97.0,1308,2023-04-01T20:34,0,107000
140,3030665,51,139200,174000,96.0,192,2023-04-01T20:34,0,139200
141,3039655,52,69700,83000,96.0,493,2023-04-01T20:34,0,69700
142,3033224,53,59900,74000,97.0,565,2023-04-01T20:34,0,59900
143,3096870,54,69800,96000,85.0,4,2023-04-01T20:34,-6980,62820
144,1751722,55,53910,59900,97.0,3339,2023-04-01T20:34,-5391,48519
145,3048143,56,163800,182000,96.0,352,2023-04-01T20:34,0,163800
146,2357957,57,119200,149000,97.0,2137,2023-04-01T20:34,-5960,113240
147,1139192,58,71100,94900,97.0,14328,2023-04-01T20:34,-7110,63990
148,2100438,59,63890,79900,97.0,3702,2023-04-01T20:34,0,63890
149,3010404,60,299000,0,98.0,35,2023-04-01T20:34,0,299000
150,3054929,61,99900,0,97.0,54,2023-04-01T20:34,0,99900
151,3058780,62,192000,209000,96.0,80,2023-04-01T20:34,0,192000
152,1291017,63,67900,96000,95.0,12915,2023-04-01T20:34,0,67900
153,2683549,64,119200,149000,97.0,2524,2023-04-01T20:34,-5960,113240
154,1776552,65,65000,69000,94.0,6075,2023-04-01T20:34,0,65000
155,2110493,66,389000,0,96.0,615,2023-04-01T20:34,0,389000
156,3098417,67,189000,199000,97.0,489,2023-04-01T20:34,-37800,151200
157,1593755,68,89360,111700,97.0,14422,2023-04-01T20:34,0,89360
158,3047185,69,129000,0,95.0,17,2023-04-01T20:34,0,129000
159,841230,70,154000,172000,96.0,7220,2023-04-01T20:34,0,154000
160,3010431,71,135150,159000,98.0,109,2023-04-01T20:34,0,135150
161,2085156,72,59900,94000,96.0,3056,2023-04-01T20:34,0,59900
162,1795629,73,112500,125000,97.0,1444,2023-04-01T20:34,-11250,101250
163,1139262,74,127000,159000,97.0,1869,2023-04-01T20:34,0,127000
164,2122596,75,39800,57000,96.0,2605,2023-04-01T20:34,0,39800
165,2288704,76,121000,132000,97.0,3279,2023-04-01T20:34,0,121000
166,1633664,77,76300,109000,97.0,4121,2023-04-01T20:34,0,76300
167,3079071,78,64900,87000,94.0,125,2023-04-01T20:34,-6490,58410
168,2732486,79,109000,179000,98.0,622,2023-04-01T20:34,0,109000
169,3042936,80,90900,105000,97.0,302,2023-04-01T20:34,0,90900
170,2718414,81,126650,149000,97.0,817,2023-04-01T20:34,0,126650
171,2184463,82,389000,0,98.0,387,2023-04-01T20:34,0,389000
172,2718413,83,126650,149000,97.0,1377,2023-04-01T20:34,0,126650
173,3078900,84,138000,148000,98.0,161,2023-04-01T20:34,-13800,124200
174,3036129,85,59800,94000,95.0,1630,2023-04-01T20:34,0,59800
175,2329533,86,119200,149000,97.0,1374,2023-04-01T20:34,0,119200
176,2683529,87,69300,99000,97.0,3897,2023-04-01T20:34,-13860,55440
177,1272812,88,62300,89000,96.0,2783,2023-04-01T20:34,0,62300
178,2407203,89,148500,165000,97.0,286,2023-04-01T20:34,0,148500
179,2355652,90,76300,109000,98.0,1014,2023-04-01T20:34,-7630,68670
180,2112059,1,36400,52000,97.0,42458,2023-04-01T20:34,-3640,32760
181,750908,2,34900,54000,96.0,83676,2023-04-01T20:34,0,34900
182,1149329,3,39900,0,96.0,85625,2023-04-01T20:34,0,39900
183,1551840,4,39000,0,97.0,83209,2023-04-01T20:34,0,39000
184,1168906,5,41900,0,97.0,70756,2023-04-01T20:34,0,41900
185,2060719,6,55200,69000,96.0,4970,2023-04-01T20:34,-2760,52440
186,2092852,7,42000,52800,96.0,10909,2023-04-01T20:34,-2100,39900
187,1573215,8,133200,148000,98.0,9220,2023-04-01T20:34,0,133200
188,1627892,9,43900,0,97.0,10629,2023-04-01T20:34,0,43900
189,2060717,10,47800,69000,95.0,3669,2023-04-01T20:34,-2390,45410
190,3091296,11,129000,0,89.0,27,2023-04-01T20:34,0,129000
191,1551839,12,39000,0,97.0,23254,2023-04-01T20:34,0,39000
192,1568057,13,43400,62000,96.0,22090,2023-04-01T20:34,0,43400
193,1370101,14,37500,89000,96.0,22655,2023-04-01T20:34,-1875,35625
194,1552753,15,62400,78000,97.0,28055,2023-04-01T20:34,-6240,56160
