,item_id,img,product_name,product_url,brand,brand_url,time,category,rank,real_price
0,2272830,https://image.msscdn.net/images/goods_img/20211220/2272830/2272830_16793726612250_125.jpg,(시티보이) 오버핏 옥스포드 셔츠_SPYWD23C01,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,스파오,https://www.musinsa.com/brands/spao,2023-03-30T20:59,001,1,32319
1,2086653,https://image.msscdn.net/images/goods_img/20210825/2086653/2086653_1_125.jpg,레이어드 크루 넥 반팔 티셔츠_일반 기장 [화이트],https://www.musinsa.com/app/goods/2272830?loc=goods_rank,무신사 스탠다드,https://www.musinsa.com/brands/musinsastandard,2023-03-30T20:59,001,2,16900
2,2479911,https://image.msscdn.net/images/goods_img/20220411/2479911/2479911_2_125.jpg,2PACK 수피마 코튼 티셔츠,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,쿠어,https://www.musinsa.com/brands/coor,2023-03-30T20:59,001,3,49400
3,1848166,https://image.msscdn.net/images/goods_img/20210316/1848166/1848166_16762625497786_125.jpg,에센셜 쿨 코튼 2-PACK 티셔츠 블랙,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,커버낫,https://www.musinsa.com/brands/covernat,2023-03-30T20:59,001,4,44100
4,2396645,https://image.msscdn.net/images/goods_img/20220303/2396645/2396645_4_125.jpg,워셔블 하찌 니트 - 11 COLOR,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,수아레,https://www.musinsa.com/brands/suare,2023-03-30T20:59,001,5,39900
5,3165512,https://image.msscdn.net/images/goods_img/20230321/3165512/3165512_16801374967890_125.jpg,OFFICE SHIRT (WHITE),https://www.musinsa.com/app/goods/2272830?loc=goods_rank,유니온블루,https://www.musinsa.com/brands/unionblue,2023-03-30T20:59,001,6,59000
6,3071087,https://image.msscdn.net/images/goods_img/20230209/3071087/3071087_16759089265066_125.jpg,SWEATSHIRT FLOWERMARDI BLOSSOM_NAVY WHITE,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,마르디 메크르디,https://www.musinsa.com/brands/mardimercredi,2023-03-30T20:59,001,7,84550
7,2149254,https://image.msscdn.net/images/goods_img/20210928/2149254/2149254_1_125.jpg,베이식 긴팔 티셔츠 2팩,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,무신사 스탠다드,https://www.musinsa.com/brands/musinsastandard,2023-03-30T20:59,001,8,32130
8,2996536,https://image.msscdn.net/images/goods_img/20221226/2996536/2996536_16774596919983_125.jpg,데일리 바이오 셔츠 - 8 COLOR,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,수아레,https://www.musinsa.com/brands/suare,2023-03-30T20:59,001,9,39900
9,3034895,https://image.msscdn.net/images/goods_img/20230119/3034895/3034895_16752250753178_125.jpg,Velour Soccer Jersey Black,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,스컬프터,https://www.musinsa.com/brands/sculptor,2023-03-30T20:59,001,10,101150
10,345889,https://image.msscdn.net/images/goods_img/20160429/345889/345889_1_125.jpg,[패키지] 더블코튼 무지반팔  패키지 KHST1011,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,페플,https://www.musinsa.com/brands/fp142muji,2023-03-30T20:59,001,11,29900
11,2314616,https://image.msscdn.net/images/goods_img/20220119/2314616/2314616_1_125.jpg,에센셜 후드 스웻 셔츠 (MELANGE GREY),https://www.musinsa.com/app/goods/2272830?loc=goods_rank,토피,https://www.musinsa.com/brands/toffee,2023-03-30T20:59,001,12,39000
12,1939099,https://image.msscdn.net/images/goods_img/20210506/1939099/1939099_6_125.jpg,쿨코튼 2-PACK 베츠 기본 반팔 티셔츠 블랙/화이트,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,이벳필드,https://www.musinsa.com/brands/ebbetsfield,2023-03-30T20:59,001,13,34300
13,1582356,https://image.msscdn.net/images/goods_img/20200903/1582356/1582356_1_125.jpg,980g pigment mtm-charcoal-,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,소버먼트,https://www.musinsa.com/brands/sovermentwithlomort,2023-03-30T20:59,001,14,46740
14,2313388,https://image.msscdn.net/images/goods_img/20220118/2313388/2313388_16765930300318_125.jpg,90S 트랙 스웨트셔츠_그레이,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,1993스튜디오,https://www.musinsa.com/brands/1993studio,2023-03-30T20:59,001,15,76500
15,2375962,https://image.msscdn.net/images/goods_img/20220222/2375962/2375962_1_125.jpg,LAUNDRY SHIRT (LAVENDER GRAY),https://www.musinsa.com/app/goods/2272830?loc=goods_rank,유니온블루,https://www.musinsa.com/brands/unionblue,2023-03-30T20:59,001,16,50150
16,3088318,https://image.msscdn.net/images/goods_img/20230216/3088318/3088318_16768793080220_125.jpg,믹스드 컬러 니트 ROYAL BLUE,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,인사일런스,https://www.musinsa.com/brands/insilence,2023-03-30T20:59,001,17,96050
17,3165437,https://image.msscdn.net/images/goods_img/20230321/3165437/3165437_16801376316739_125.jpg,OFFICE SHIRT (FOG),https://www.musinsa.com/app/goods/2272830?loc=goods_rank,유니온블루,https://www.musinsa.com/brands/unionblue,2023-03-30T20:59,001,18,59000
18,1817394,https://image.msscdn.net/images/goods_img/20210226/1817394/1817394_1_125.jpg,[3-PACK]베이직 트래블러 피그먼트 스웨트셔츠,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,트래블,https://www.musinsa.com/brands/travel,2023-03-30T20:59,001,19,59900
19,2684358,https://image.msscdn.net/images/goods_img/20220727/2684358/2684358_1_125.jpg,CROPPED HAIRY KNIT - GRASS GREEN,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,노매뉴얼,https://www.musinsa.com/brands/nomanual,2023-03-30T20:59,001,20,109000
20,2442409,https://image.msscdn.net/images/goods_img/20220324/2442409/2442409_16798952208275_125.jpg,(23SS) [ONEMILE WEAR] 2PACK SMALL ARCH TEE WHITE / BLACK,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,예일,https://www.musinsa.com/brands/yale,2023-03-30T20:59,001,21,31200
21,2038497,https://image.msscdn.net/images/goods_img/20210722/2038497/2038497_5_125.jpg,[SS Ver.]헤비 코튼 오버 럭비 맨투맨_Midnight Blue,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,라퍼지스토어,https://www.musinsa.com/brands/lafudgestore,2023-03-30T20:59,001,22,32400
22,1706633,https://image.msscdn.net/images/goods_img/20201130/1706633/1706633_2_125.jpg,커스텀핏 옥스포드 셔츠 - 화이트,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,폴로 랄프 로렌,https://www.musinsa.com/brands/poloralphlauren,2023-03-30T20:59,001,23,199000
23,854337,https://image.msscdn.net/images/goods_img/20180910/854337/854337_3_125.jpg,릴렉스 핏 옥스포드 셔츠 [화이트],https://www.musinsa.com/app/goods/2272830?loc=goods_rank,무신사 스탠다드,https://www.musinsa.com/brands/musinsastandard,2023-03-30T20:59,001,24,30510
24,996177,https://image.msscdn.net/images/goods_img/20190327/996177/996177_3_125.jpg,릴렉스 핏 크루 넥 반팔 티셔츠 [화이트],https://www.musinsa.com/app/goods/2272830?loc=goods_rank,무신사 스탠다드,https://www.musinsa.com/brands/musinsastandard,2023-03-30T20:59,001,25,15900
25,3034894,https://image.msscdn.net/images/goods_img/20230119/3034894/3034894_16752250847422_125.jpg,Damier Soccer Jersey Damier White,https://www.musinsa.com/app/goods/2272830?loc=goods_rank,스컬프터,https://www.musinsa.com/brands/sculptor,2023-03-30T20:59,001,26,87200
